journal_nlm_id	journal_abbrev	journal	delay_type	n_articles	median_delay	mean_delay	n_unique_dates	n_unique_years	n_unique_delays
101233661	Eur J Ageing	European journal of ageing	Acceptance	4	369.5	366.5	4	2	3
101233661	Eur J Ageing	European journal of ageing	Publication	4	29.5	40	4	2	4
101233664	Gynecol Surg	Gynecological surgery	Acceptance	51	66	86.5686	46	8	46
101233664	Gynecol Surg	Gynecological surgery	Publication	51	26	30.0784	51	8	31
101233680	J Dent (Tehran)	Journal of dentistry (Tehran, Iran)	Acceptance	309	99	102.036	168	7	131
101233680	J Dent (Tehran)	Journal of dentistry (Tehran, Iran)	Publication	265	87	93.2528	22	5	100
101234168	J Int Soc Sports Nutr	Journal of the International Society of Sports Nutrition	Acceptance	365	101	118.934	318	12	191
101234168	J Int Soc Sports Nutr	Journal of the International Society of Sports Nutrition	Publication	369	5	10.168	307	12	50
101234237	J Biomed Mater Res A	Journal of biomedical materials research. Part A	Acceptance	2043	97	110.46	788	7	306
101234237	J Biomed Mater Res A	Journal of biomedical materials research. Part A	Publication	1976	53	59.6412	501	7	197
101234238	J Biomed Mater Res B Appl Biomater	Journal of biomedical materials research. Part B, Applied biomaterials	Acceptance	1185	141	158.307	327	6	295
101234238	J Biomed Mater Res B Appl Biomater	Journal of biomedical materials research. Part B, Applied biomaterials	Publication	985	62	69.5015	259	6	174
101234521	Integr Environ Assess Manag	Integrated environmental assessment and management	Acceptance	403	144	156.722	233	9	198
101234521	Integr Environ Assess Manag	Integrated environmental assessment and management	Publication	270	93.5	100.4	129	7	116
101234523	J Opioid Manag	Journal of opioid management	Acceptance	106	149	171.528	74	4	88
101234999	Pharmacol Rep	Pharmacological reports : PR	Acceptance	385	122	147.34	211	3	224
101234999	Pharmacol Rep	Pharmacological reports : PR	Publication	385	16	46.8468	191	2	85
101235076	Drug Discov Today Technol	Drug discovery today. Technologies	Acceptance	35	61	101.371	24	2	31
101235076	Drug Discov Today Technol	Drug discovery today. Technologies	Publication	35	34	37.6286	28	1	20
101235322	J Minim Invasive Gynecol	Journal of minimally invasive gynecology	Acceptance	1752	70.5	78.1216	860	12	225
101235322	J Minim Invasive Gynecol	Journal of minimally invasive gynecology	Publication	758	16	32.5303	413	8	106
101235338	Small	Small (Weinheim an der Bergstrasse, Germany)	Acceptance	1	44	44	1	1	1
101235338	Small	Small (Weinheim an der Bergstrasse, Germany)	Publication	1	144	144	1	1	1
101235389	Mol Syst Biol	Molecular systems biology	Acceptance	581	129	140.491	433	9	221
101235389	Mol Syst Biol	Molecular systems biology	Publication	270	49.5	52.3074	79	6	61
101235427	Immun Ageing	Immunity & ageing : I & A	Acceptance	210	83	94.2952	187	12	130
101235427	Immun Ageing	Immunity & ageing : I & A	Publication	213	1	7.30986	195	12	32
101235428	Aust New Zealand Health Policy	Australia and New Zealand health policy	Acceptance	114	189.5	218.167	100	7	97
101235428	Aust New Zealand Health Policy	Australia and New Zealand health policy	Publication	114	0	0	100	7	1
101235568	Int J Biol Sci	International journal of biological sciences	Acceptance	904	67	79.4712	706	12	208
101235568	Int J Biol Sci	International journal of biological sciences	Publication	842	17	26.2993	574	11	110
101235597	Int J Endocrinol Metab	International journal of endocrinology and metabolism	Acceptance	157	102	111.567	132	5	116
101235597	Int J Endocrinol Metab	International journal of endocrinology and metabolism	Publication	158	107.5	117.848	30	4	113
101235599	J Res Med Sci	Journal of research in medical sciences : the official journal of Isfahan University of Medical Sciences	Acceptance	1142	133	161.231	610	8	378
101235690	Cytometry B Clin Cytom	Cytometry. Part B, Clinical cytometry	Acceptance	364	142.5	148.121	242	7	172
101235690	Cytometry B Clin Cytom	Cytometry. Part B, Clinical cytometry	Publication	236	40	47.9322	159	7	80
101235694	Cytometry A	Cytometry. Part A : the journal of the International Society for Analytical Cytology	Acceptance	574	126	143.216	383	6	257
101235694	Cytometry A	Cytometry. Part A : the journal of the International Society for Analytical Cytology	Publication	546	31	36.3828	288	6	80
101235741	Am J Med Genet A	American journal of medical genetics. Part A	Acceptance	2353	136	158.537	921	8	429
101235741	Am J Med Genet A	American journal of medical genetics. Part A	Publication	2255	78	86.8865	398	6	255
101235742	Am J Med Genet B Neuropsychiatr Genet	American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics	Acceptance	489	138	157.947	309	6	232
101235742	Am J Med Genet B Neuropsychiatr Genet	American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics	Publication	427	30	35.4988	219	6	68
101235745	Am J Med Genet C Semin Med Genet	American journal of medical genetics. Part C, Seminars in medical genetics	Acceptance	6	26	36.3333	6	4	6
101235745	Am J Med Genet C Semin Med Genet	American journal of medical genetics. Part C, Seminars in medical genetics	Publication	3	39	40.6667	3	3	3
101236111	Forensic Sci Med Pathol	Forensic science, medicine, and pathology	Acceptance	39	111	114.41	29	3	30
101236111	Forensic Sci Med Pathol	Forensic science, medicine, and pathology	Publication	600	30	42.25	426	9	112
101236207	Dendrochronologia (Verona)	Dendrochronologia / Istituto Italiano di Dendrocronologia	Acceptance	2	446	446	2	2	2
101236354	Part Fibre Toxicol	Particle and fibre toxicology	Acceptance	383	139	145.125	335	12	181
101236354	Part Fibre Toxicol	Particle and fibre toxicology	Publication	383	3	10.3943	339	12	54
101236515	Ann Gen Psychiatry	Annals of general psychiatry	Acceptance	340	129	147.147	297	11	197
101236515	Ann Gen Psychiatry	Annals of general psychiatry	Publication	342	0	7.43275	304	11	37
101237479	Blood Transfus	Blood transfusion = Trasfusione del sangue	Acceptance	461	90	96.9675	335	10	177
101237479	Blood Transfus	Blood transfusion = Trasfusione del sangue	Publication	364	104	111.363	141	6	156
101237881	J Geriatr Cardiol	Journal of geriatric cardiology : JGC	Acceptance	271	90	95.7897	208	5	142
101237902	Nucl Recept Signal	Nuclear receptor signaling	Acceptance	91	91	97.1978	82	12	71
101237902	Nucl Recept Signal	Nuclear receptor signaling	Publication	77	43	47.7792	37	13	47
101237904	Cerebrospinal Fluid Res	Cerebrospinal fluid research	Acceptance	84	110.5	121.036	77	7	68
101237904	Cerebrospinal Fluid Res	Cerebrospinal fluid research	Publication	84	0	0	77	7	1
101237921	AIDS Res Ther	AIDS research and therapy	Acceptance	359	118	127.429	320	12	184
101237921	AIDS Res Ther	AIDS research and therapy	Publication	362	0	6.4558	335	12	43
101238453	Pharmaceuticals (Basel)	Pharmaceuticals (Basel, Switzerland)	Acceptance	243	54	59.4074	204	5	99
101238453	Pharmaceuticals (Basel)	Pharmaceuticals (Basel, Switzerland)	Publication	1	6	6	1	1	1
101238455	Int J Environ Res Public Health	International journal of environmental research and public health	Acceptance	3196	54	61.8676	1248	7	193
101238455	Int J Environ Res Public Health	International journal of environmental research and public health	Publication	822	7	11.9453	462	4	63
101238551	Cardiovasc Revasc Med	Cardiovascular revascularization medicine : including molecular interventions	Acceptance	590	53	58.739	349	11	145
101238551	Cardiovasc Revasc Med	Cardiovascular revascularization medicine : including molecular interventions	Publication	394	35	54.5355	219	6	107
101238921	PLoS Pathog	PLoS pathogens	Acceptance	4270	136	150.087	2027	11	400
101238921	PLoS Pathog	PLoS pathogens	Publication	3869	43	44.3352	539	10	103
101238922	PLoS Comput Biol	PLoS computational biology	Acceptance	3820	148	162.955	1951	11	401
101238922	PLoS Comput Biol	PLoS computational biology	Publication	3531	49	52.3948	684	11	150
101239023	Med Mol Morphol	Medical molecular morphology	Acceptance	403	53	61.5385	344	12	121
101239023	Med Mol Morphol	Medical molecular morphology	Publication	345	156	205.568	115	10	238
101239074	PLoS Genet	PLoS genetics	Acceptance	5156	132	145.56	2168	11	416
101239074	PLoS Genet	PLoS genetics	Publication	4791	49	49.1492	680	11	139
101239891	Curr Hypertens Rev	Current hypertension reviews	Acceptance	86	109	120.884	56	5	66
101239894	Curr Enzym Inhib	Current enzyme inhibition	Acceptance	1	23	23	1	1	1
101240003	Semin Fetal Neonatal Med	Seminars in fetal & neonatal medicine	Publication	7	67	67.4286	6	2	6
101240239	Curr Bioact Compd	Current bioactive compounds	Acceptance	4	96	84	4	4	4
101240242	Curr Nanosci	Current nanoscience	Acceptance	2	87	87	2	1	2
101240244	Curr Nutr Food Sci	Current nutrition and food science	Acceptance	4	144	192.25	4	4	4
101240290	Curr Pediatr Rev	Current pediatric reviews	Acceptance	65	162	183	41	4	49
101240297	Curr Psychiatry Rev	Current psychiatry reviews	Acceptance	5	259	225.8	4	2	5
101240300	Curr Respir Med Rev	Current respiratory medicine reviews	Acceptance	5	56	62	5	3	5
101240302	Curr Womens Health Rev	Current women's health reviews	Acceptance	3	108	82.3333	3	3	3
101240303	Med Chem	Medicinal chemistry (Shariqah (United Arab Emirates))	Acceptance	584	153	164.976	421	7	255
101240303	Med Chem	Medicinal chemistry (Shariqah (United Arab Emirates))	Publication	1	62	62	1	1	1
101241430	Asia Pac J Clin Oncol	Asia-Pacific journal of clinical oncology	Acceptance	4	168	164.5	3	1	4
101241430	Asia Pac J Clin Oncol	Asia-Pacific journal of clinical oncology	Publication	146	77.5	83.0479	72	4	68
101242342	Contemp Clin Trials	Contemporary clinical trials	Acceptance	1223	116	141.716	626	12	303
101242342	Contemp Clin Trials	Contemporary clinical trials	Publication	1149	8	11.7668	745	11	66
101242662	Mol Pain	Molecular pain	Acceptance	738	91	103.161	592	11	216
101242662	Mol Pain	Molecular pain	Publication	740	0	5.79054	629	11	50
101242667	Sex Health	Sexual health	Acceptance	616	130	146.891	472	10	264
101242872	Cell Mol Immunol	Cellular & molecular immunology	Acceptance	271	76	86.2509	221	4	140
101242872	Cell Mol Immunol	Cellular & molecular immunology	Publication	211	47	52.128	87	3	68
101242972	J Prev Med Public Health	Journal of preventive medicine and public health = Yebang Uihakhoe chi	Acceptance	169	85	98.7337	143	5	110
101242972	J Prev Med Public Health	Journal of preventive medicine and public health = Yebang Uihakhoe chi	Publication	169	43	64.9882	53	4	97
101242994	Psychiatry Investig	Psychiatry investigation	Acceptance	465	98	110.953	361	8	202
101242994	Psychiatry Investig	Psychiatry investigation	Publication	466	147.5	160.936	116	7	248
101244313	Allergy Asthma Clin Immunol	Allergy, asthma, and clinical immunology : official journal of the Canadian Society of Allergy and Clinical Immunology	Acceptance	232	86	98.0129	187	7	137
101244313	Allergy Asthma Clin Immunol	Allergy, asthma, and clinical immunology : official journal of the Canadian Society of Allergy and Clinical Immunology	Publication	239	13	15.6276	190	7	50
101244316	Behav Res Methods	Behavior research methods	Acceptance	3	146	119.667	3	1	3
101244316	Behav Res Methods	Behavior research methods	Publication	3	44	48.3333	3	2	3
101244598	NA	Environmental biology of fishes	Acceptance	1	158	158	1	1	1
101244598	NA	Environmental biology of fishes	Publication	1	27	27	1	1	1
101244734	Clinics (Sao Paulo)	Clinics (Sao Paulo, Brazil)	Acceptance	1479	54	59.2948	880	10	173
101244734	Clinics (Sao Paulo)	Clinics (Sao Paulo, Brazil)	Publication	47	70	71.3617	4	1	17
101244760	Surg Pract	Surgical practice	Acceptance	1	320	320	1	1	1
101244760	Surg Pract	Surgical practice	Publication	1	118	118	1	1	1
101245157	Proc Biol Sci	Proceedings. Biological sciences / The Royal Society	Acceptance	4	73	78.5	4	1	4
101245157	Proc Biol Sci	Proceedings. Biological sciences / The Royal Society	Publication	4	29.5	28.75	3	1	4
101245734	Global Health	Globalization and health	Acceptance	351	170	180.846	272	11	207
101245734	Global Health	Globalization and health	Publication	352	11	18.3722	272	11	67
101245735	Clin Pract Epidemiol Ment Health	Clinical practice and epidemiology in mental health : CP & EMH	Acceptance	278	103.5	120.683	227	11	162
101245735	Clin Pract Epidemiol Ment Health	Clinical practice and epidemiology in mental health : CP & EMH	Publication	278	33	48.6763	205	11	90
101245751	Behav Brain Funct	Behavioral and brain functions : BBF	Acceptance	548	142	154.4	456	11	232
101245751	Behav Brain Funct	Behavioral and brain functions : BBF	Publication	548	0	5.39051	462	11	47
101245790	J Occup Med Toxicol	Journal of occupational medicine and toxicology (London, England)	Acceptance	314	136.5	169.124	266	10	203
101245790	J Occup Med Toxicol	Journal of occupational medicine and toxicology (London, England)	Publication	315	0	6.27302	292	10	39
101245791	Immunome Res	Immunome research	Acceptance	43	97	112.581	40	6	37
101245791	Immunome Res	Immunome research	Publication	43	0	0	40	6	1
101245792	Head Face Med	Head & face medicine	Acceptance	375	117	146.024	328	11	219
101245792	Head Face Med	Head & face medicine	Publication	375	0	6.12267	337	11	40
101245793	Cough	Cough (London, England)	Acceptance	118	144	165.771	109	10	93
101245793	Cough	Cough (London, England)	Publication	118	0	9.4661	110	10	33
101245794	J Ethnobiol Ethnomed	Journal of ethnobiology and ethnomedicine	Acceptance	539	126	143.135	460	11	237
101245794	J Ethnobiol Ethnomed	Journal of ethnobiology and ethnomedicine	Publication	541	2	12.1017	447	11	72
101245795	Saline Systems	Saline systems	Acceptance	66	126.5	149.121	61	7	58
101245795	Saline Systems	Saline systems	Publication	66	0	0	61	7	1
101245797	Chiropr Osteopat	Chiropractic & osteopathy	Acceptance	128	115	134.508	113	6	104
101245797	Chiropr Osteopat	Chiropractic & osteopathy	Publication	128	0	0	113	6	1
101245798	Plant Methods	Plant methods	Acceptance	354	77.5	82.5	308	11	136
101245798	Plant Methods	Plant methods	Publication	355	0	7.61972	328	11	43
101247023	Clin Otolaryngol	Clinical otolaryngology : official journal of ENT-UK ; official journal of Netherlands Society for Oto-Rhino-Laryngology & Cervico-Facial Surgery	Acceptance	86	116	138.733	31	1	68
101247089	Eur J Med Genet	European journal of medical genetics	Acceptance	974	114	132.108	688	12	279
101247089	Eur J Med Genet	European journal of medical genetics	Publication	948	14	18.6044	664	11	75
101247119	Clin Transl Oncol	Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico	Acceptance	588	67	81.6531	346	5	197
101247119	Clin Transl Oncol	Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico	Publication	591	26	43.7919	254	4	122
101247141	Korean Circ J	Korean circulation journal	Acceptance	744	70	85.504	497	8	182
101247141	Korean Circ J	Korean circulation journal	Publication	744	195	184.989	84	7	268
101247722	Biol Lett	Biology letters	Acceptance	2	112	112	2	1	2
101247722	Biol Lett	Biology letters	Publication	2	25	25	1	1	2
101248115	J Biol Res (Thessalon)	Journal of biological research (Thessalonike, Greece)	Acceptance	34	120	134.118	34	3	32
101248115	J Biol Res (Thessalon)	Journal of biological research (Thessalonike, Greece)	Publication	36	25.5	42.0833	31	2	29
101248897	Pediatr Rheumatol Online J	Pediatric rheumatology online journal	Acceptance	318	123.5	135.116	262	9	166
101248897	Pediatr Rheumatol Online J	Pediatric rheumatology online journal	Publication	319	5	8.18809	285	9	38
101248950	Nephrol Ther	Nephrologie & therapeutique	Acceptance	453	120	141.872	358	12	238
101248950	Nephrol Ther	Nephrologie & therapeutique	Publication	455	75	85.8374	334	11	141
101249217	Electrolyte Blood Press	Electrolyte & blood pressure : E & BP	Acceptance	103	20	35.6019	86	9	51
101249217	Electrolyte Blood Press	Electrolyte & blood pressure : E & BP	Publication	102	37	46.0294	16	9	62
101249759	BMC Vet Res	BMC veterinary research	Acceptance	1440	159	177.444	861	11	357
101249759	BMC Vet Res	BMC veterinary research	Publication	1440	7	10.0389	915	11	69
101250177	Med Glas (Zenica)	Medicinski glasnik : official publication of the Medical Association of Zenica-Doboj Canton, Bosnia and Herzegovina	Acceptance	335	67	100.681	263	7	164
101250497	Age (Dordr)	Age (Dordrecht, Netherlands)	Acceptance	806	124	140.95	452	11	261
