JrId	JournalTitle	NlmId	MedAbbr	IsoAbbr	ISSN (Print)	ISSN (Online)
36965	Moscow University biological sciences bulletin	7503834	Moscow Univ Biol Sci Bull	Moscow Univ Biol Sci Bull	0096-3925	1934-791X
6066	Neurologia, psihiatria, neurochirurgia	7503838	Neurol Psihiatr Neurochir	Neurol Psihiatr Neurochir	0028-386X	
6818	Quarterly journal of studies on alcohol	7503879	Q J Stud Alcohol	Q J Stud Alcohol	0033-5649	1946-7214
7197	Revista de medicina interna, neurologie, psihiatrie, neurochirurgie, dermato-venerologie. Neurologie, psihiatrie, neurochirurgie	7503901	Rev Med Interna Neurol Psihiatr Neurochir Dermatovenerol Neurol Psihiatr Neurochir	Rev Med Interna Neurol Psihiatr Neurochir Dermatovenerol Neurol Psihiatr Neurochir	0377-497X	
7742	Tidsskrift for praktiserende tandlaeger	7503930	Tidsskr Prakt Tandlaeg	Tidsskr Prakt Tandlaeg	0105-0273	
7965	Veroffentlichungen aus der morphologischen Pathologie	7503946	Veroff Morphol Pathol	Veroff Morphol Pathol	0372-6312	
8188	Zeitschrift fur Zellforschung und mikroskopische Anatomie (Vienna, Austria : 1948)	7503955	Z Zellforsch Mikrosk Anat	Z Zellforsch Mikrosk Anat	0340-0336	
5736	Midwife and health visitor	7504095	Midwife Health Visit	Midwife Health Visit	0026-3516	
5810	Midwife, health visitor & community nurse	7504096	Midwife Health Visit Community Nurse	Midwife Health Visit Community Nurse	0306-9699	
6299	QRB. Quality review bulletin	7504127	QRB Qual Rev Bull	QRB Qual Rev Bull	0097-5990	
7966	Veroffentlichungen aus der Pathologie	7504167	Veroff Pathol	Veroff Pathol	0340-241X	
27048	Diabetes forecast	7504241	Diabetes Forecast	Diabetes Forecast	0095-8301	
4727	Journal of experimental psychology. Animal behavior processes	7504289	J Exp Psychol Anim Behav Process	J Exp Psychol Anim Behav Process	0097-7403	1939-2184
31506	Pneumonologike kai phymatiologike epitheoresis	7504330	Pneumonol Phymatiologike Epitheor	Pneumonol Phymatiologike Epitheor	0551-1062	
22726	Computers in cardiology	7504430	Comput Cardiol	Comput Cardiol	0276-6574	
39886	On the state of the public health. Great Britain. Ministry of Health	7504485	On State public health (1921)	On State public health (1921)		
30572	Stadtehygiene	7504521	Stadtehygiene	Stadtehygiene	0038-9005	
31179	Boletim (Academia Nacional de Medicina (Brazil))	7504608	Bol Acad Nac Med	Bol Acad Nac Med	0001-3838	
27648	British journal of guidance & counselling	7504610	Br J Guid Counc	Br J Guid Counc	0306-9885	
27647	R & S report. Hawaii. Department of Health. Research and Statistics Office	7504797	R S Rep	R S Rep	0093-3481	
323	Advances in sex hormone research	7504908	Adv Sex Horm Res	Adv Sex Horm Res	0098-0137	
3619	European journal of intensive care medicine	7504969	Eur J Intensive Care Med	Eur J Intensive Care Med	0340-0964	
3996	Hefte zur Unfallheilkunde	7504994	Hefte Unfallheilkd	Hefte Unfallheilkd	0085-1469	
4343	International journal of zoonoses	7505008	Int J Zoonoses	Int J Zoonoses	0377-0168	
4594	Journal of chemical documentation	7505011	J Chem Doc	J Chem Doc	0021-9576	
4598	Journal of chemical information and computer sciences	7505012	J Chem Inf Comput Sci	J Chem Inf Comput Sci	0095-2338	
4695	The Journal of dermatologic surgery	7505013	J Dermatol Surg	J Dermatol Surg	0097-9716	
36851	Paediatriki	7505065	Paidiatrike	Paidiatrike	0377-2551	
33922	Revista da Faculdade de Medicina Veterinaria	7505100	Rev Fac Med Vet Univ Sao Paulo	Rev Fac Med Vet Univ Sao Paulo	0301-7273	
7748	Tijdschrift voor ziekenverpleging	7505126	Tijdschr Ziekenverpl	Tijdschr Ziekenverpl		
8002	Virchows Archiv. A, Pathological anatomy and histology	7505137	Virchows Arch A Pathol Anat Histol	Virchows Arch A Pathol Anat Histol	0340-1227	
8141	Zeitschrift fur Kardiologie. Supplementum	7505145	Z Kardiol Suppl	Z Kardiol Suppl	0303-6308	
27646	The Journal of the Association of Medical Women in India	7505148	J Assoc Med Women India	J Assoc Med Women India	0304-1662	
509	Anales de la Real Academia Nacional de Medicina	7505188	An R Acad Nac Med (Madr)	An R Acad Nac Med (Madr)	0034-0634	
31265	Anales del Instituto de Investigaciones Veterinarias	7505191	An Inst Invest Vet	An Inst Invest Vet	0365-3536	
524	Anatomy and embryology	7505194	Anat Embryol (Berl)	Anat Embryol (Berl)	0340-2061	1432-0568
30571	Annales scientifiques de l'Universite de Besancon. Medecine	7505200	Ann Sci Univ Besancon Med	Ann Sci Univ Besancon Med	0523-0667	
572	The Annals of the American Academy of Political and Social Science	7505202	Ann Am Acad Pol Soc Sci	Ann Am Acad Pol Soc Sci	0002-7162	
8251	Annals of the Medical Section of the Polish Academy of Sciences	7505203	Ann Med Sect Pol Acad Sci	Ann Med Sect Pol Acad Sci	0048-4733	
23178	Annals (Royal College of Physicians and Surgeons of Canada)	7505204	Ann R Coll Physicians Surg Can	Ann R Coll Physicians Surg Can	0035-8800	
705	Arbeiten aus dem Paul-Ehrlich-Institut, dem Georg-Speyer-Haus und dem Ferdinand-Blum-Institut zu Frankfurt a.M	7505218	Arb Paul Ehrlich Inst Georg Speyer Haus Ferdinand Blum Inst Frankf A M	Arb Paul Ehrlich Inst Georg Speyer Haus Ferdinand Blum Inst Frankf A M	0066-5665	
30028	Archiv fur lebensmittelhygiene	7505221	Arch Lebensmittelhyg	Arch Lebensmittelhyg	0003-925X	
27645	Archivio - Ospedale al mare	7505223	Arch Osp Mare	Arch Osp Mare	0030-624X	
31178	Archivos de la Sociedad de Cirujanos de Chile	7505225	Arch Soc Cir Chile	Arch Soc Cir Chile		
757	Archivos del Instituto de Biologia Andina	7505226	Arch Inst Biol Andina	Arch Inst Biol Andina	0020-3750	
872	Arquivos da Faculdade de Higiene e Saude Publica da Universidade de Sao Paulo	7505230	Arq Fac Hig Saude Publica Univ Sao Paulo	Arq Fac Hig Saude Publica Univ Sao Paulo	0365-2203	
876	Arquivos do Instituto Biologico	7505232	Arq Inst Biol (Sao Paulo)	Arq Inst Biol (Sao Paulo)	0020-3653	1808-1657
986	Bericht uber die Zusammenkunft. Deutsche Ophthalmologische Gesellschaft	7505238	Ber Zusammenkunft Dtsch Ophthalmol Ges	Ber Zusammenkunft Dtsch Ophthalmol Ges	0070-427X	
1536	Boleettino d'informazioni della Consociazione nazionale infermiere professionali e assistenti sanitarie visitatrici	7505245	Boll Inf Consoc Naz (Rome)	Boll Inf Consoc Naz (Rome)		
31507	Boletim do Centro de Estudos, Hospital dos Servidores do Estado	7505254	Bol Cent Estud Hosp Serv Estado	Bol Cent Estud Hosp Serv Estado		
1514	Boletines y trabajos. Sociedad de Cirugia de Buenos Aires (1953)	7505263	Bol Trab Soc Cir B Aires	Bol Trab Soc Cir B Aires	0370-8896	
1304	Boletin de la Asociacion Medica de Puerto Rico	7505267	Bol Asoc Med P R	Bol Asoc Med P R	0004-4849	
2972	Boletin - Circulo Argentino de Odontologia	7505270	Bol Circ Argent Odontol	Bol Circ Argent Odontol	0069-4207	
1297	Boletin de la Asociacion Argentina de Odontologia para Ninos	7505278	Bol Asoc Argent Odontol Ninos	Bol Asoc Argent Odontol Ninos	0518-9160	
37206	Boletin del Colegio Medico de la Habana	7505281	Bol Col Med La Habana	Bol Col Med La Habana		
27643	Boletin del Hospital San Juan de Dios	7505285	Bol Hosp San Juan Dios	Bol Hosp San Juan Dios	0716-0666	
27644	Boletin del Instituto Interamericano del Nino	7505288	Bol Inst Interam Nino	Bol Inst Interam Nino	0020-4056	
34314	Boletn trimestral - Hospital de Vina del Mar	7505294	Bol Trimest Hosp Vina del Mar	Bol Trimest Hosp Vina del Mar		
1596	Bollettino - Societa medico chirurgica Cremona	7505295	Boll Soc Med Chir Cremona	Boll Soc Med Chir Cremona	0037-8852	
31560	Buletin i Universitetit Shteteror te Tiranes. Seria Shkencat mjekesore	7505300	Bul Univ Shtet Tiranes Ser Shk Mjekesore	Bul Univ Shtet Tiranes Ser Shk Mjekesore	0302-900X	
1971	Bulletin - American Association of Hospital Dentists	7505302	Bull Am Assoc Hosp Dent	Bull Am Assoc Hosp Dent		
1953	Bulletin - American Protestant Hospital Association	7505304	Bull Am Protestant Hosp Assoc	Bull Am Protestant Hosp Assoc	0003-0635	
23177	Bulletin - Cercle Benelux d'histoire de la pharmacie	7505306	Bull Cercle Benelux Hist Pharm	Bull Cercle Benelux Hist Pharm	1370-7515	
34662	Bulletin - King County Medical Society	7505312	Bull King Cty Med Soc	Bull King Cty Med Soc	0023-1592	
21223	Bulletin - Mount Desert Island Biological Laboratory, Salisbury Cove, Maine	7505321	Bull Mt Desert Isl Biol Lab Salisb Cove Maine	Bull Mt Desert Isl Biol Lab Salisb Cove Maine	0097-0883	
6202	Bulletin - N. Z. Society of Periodontology	7505323	Bull N Z Soc Periodontol	Bull N Z Soc Periodontol	0028-8705	
6001	Bulletin (National Clearinghouse for Poison Control Centers (U.S.))	7505324	Bull Natl Clgh Poison Control Cent	Bull Natl Clgh Poison Control Cent	0049-5484	
2375	Bulletin (National Medical and Dental Association (U.S))	7505325	Bull Natl Med Dent Assoc Natl Advocates Soc	Bull Natl Med Dent Assoc Natl Advocates Soc	0027-9676	
6131	Bulletin - National Tuberculosis and Respiratory Disease Association	7505327	Bull Natl Tuberc Respir Dis Assoc	Bull Natl Tuberc Respir Dis Assoc	0028-0313	
6130	Bulletin - National Tuberculosis Association	7505328	Bull Natl Tuberc Assoc	Bull Natl Tuberc Assoc	0893-1119	
2383	Bulletin - New Jersey Society of Dentistry for Children	7505331	Bull N J Soc Dent Child	Bull N J Soc Dent Child	0548-5819	
2384	Bulletin - Northern District Dental Society	7505334	Bull North Dist Dent Soc	Bull North Dist Dent Soc		
34663	Bulletin - San Francisco County Medical Society	7505338	Bull San Franc Cty Med Soc	Bull San Franc Cty Med Soc		
23407	Bulletin - Societe francaise d'histoire des hopitaux	7505339	Bull Soc Fr Hist Hop	Bull Soc Fr Hist Hop	0583-8517	
34343	Bulletin - Suffolk County Medical Society	7505340	Bull Suffolk Cty Med Soc Suffolk Acad Med	Bull Suffolk Cty Med Soc Suffolk Acad Med	0733-2114	
34344	Bulletin - Utica Academy of Medicine	7505341	Bull Utica Acad Med	Bull Utica Acad Med		
1943	Bulletin de l'Academie polonaise des sciences. Serie des sciences biologiques	7505346	Bull Acad Pol Sci Biol	Bull Acad Pol Sci Biol		
23176	Bulletin de l'Institut fondamental d'Afrique noire. Serie B: Sciences humaines	7505349	Bull Inst Fond Afr Noire Ser B	Bull Inst Fond Afr Noire Ser B	0018-9642	
2615	Bulletin de la Societe belge d'ophtalmologie	7505353	Bull Soc Belge Ophtalmol	Bull Soc Belge Ophtalmol	0081-0746	
2630	Bulletin de la Societe chimique de France	7505355	Bull Soc Chim Fr	Bull Soc Chim Fr	0037-8968	
2635	Bulletin de la Societe internationale de chirurgie	7505358	Bull Soc Int Chir	Bull Soc Int Chir	0037-945X	
34345	Bulletin de la Societe medicale de Pau	7505361	Bull Soc Med Pau	Bull Soc Med Pau	1260-4038	
37207	Bulletin of the California Dietetic Association	7505370	Bull Calif Diet Assoc	Bull Calif Diet Assoc	0410-2754	
2088	Bulletin of the Chemical Society of Japan	7505371	Bull Chem Soc Jpn	Bull Chem Soc Jpn	0009-2673	1348-0634
2089	Bulletin of the Chest Disease Research Institute, Kyoto University	7505372	Bull Chest Dis Res Inst Kyoto Univ	Bull Chest Dis Res Inst Kyoto Univ	0009-3378	
2207	Bulletin of the Hospital for Joint Diseases	7505376	Bull Hosp Joint Dis	Bull Hosp Joint Dis		
2258	Bulletin of the Institute for Medical Research, University of Madrid	7505378	Bull Inst Med Res Univ Madr	Bull Inst Med Res Univ Madr	0020-3955	
2266	Bulletin of the International Union against Tuberculosis	7505385	Bull Int Union Tuberc	Bull Int Union Tuberc	0074-9249	
28035	Bulletin of the Los Angeles Neurological Society	7505388	Bull Los Angel Neuro Soc	Bull Los Angel Neuro Soc	1040-5925	
27642	Bulletin of the Mason Clinic	7505389	Bull Mason Clin	Bull Mason Clin	0025-4657	
34664	Bulletin of the National Society for Medical Research	7505395	Bull Natl Soc Med Res	Bull Natl Soc Med Res	0028-0186	
2387	Bulletin of the New York Academy of Medicine	7505398	Bull N Y Acad Med	Bull N Y Acad Med	0028-7091	
2393	Bulletin of the New York State Society of Dentistry for Children	7505400	Bull N Y State Soc Dent Child	Bull N Y State Soc Dent Child	0028-7741	
2377	Bulletin of the Newark Dental Club	7505401	Bull Newark Dent Club	Bull Newark Dent Club		
2442	Bulletin of the Pan American Health Organization	7505403	Bull Pan Am Health Organ	Bull Pan Am Health Organ	0085-4638	
2447	Bulletin of the Parenteral Drug Association	7505404	Bull Parenter Drug Assoc	Bull Parenter Drug Assoc	0048-2986	
2468	The Bulletin of the Philadelphia County Dental Society	7505406	Bull Phila Cty Dent Soc	Bull Phila Cty Dent Soc	0031-7268	
25695	Bulletin of the Psychonomic Society	7505408	Bull Psychon Soc	Bull Psychon Soc	0090-5054	
27641	Bulletin of the Sloane Hospital for Women in the Columbia-Presbyterian Medical Center, New York City	7505411	Bull Sloane Hosp Women Columbia Presbyt Med	Bull Sloane Hosp Women Columbia Presbyt Med		
2647	The Bulletin of Tokyo Dental College	7505414	Bull Tokyo Dent Coll	Bull Tokyo Dent Coll	0040-8891	
31266	Bulletins et memoires de la Faculte mixte de medecine et de pharmacie de Dakar	7505420	Bull Mem Fac Mixte Med Pharm Dakar	Bull Mem Fac Mixte Med Pharm Dakar		
30570	Carney Hospital journal	7505424	Carney Hosp J	Carney Hosp J	0576-8039	
2916	The Chicago Medical School quarterly	7505427	Chic Med Sch Q	Chic Med Sch Q	0009-3629	
2922	Child's brain	7505428	Childs Brain	Childs Brain	0302-2803	
2945	The Chronicle	7505430	Chronicle	Chronicle	0030-2201	
2672	Comptes rendus des seances de la Societe de biologie et de ses filiales	7505439	C R Seances Soc Biol Fil	C R Seances Soc Biol Fil	0037-9026	
8771	Doklady biochemistry : proceedings of the Academy of Sciences of the USSR, Biochemistry section	7505458	Dokl Biochem	Dokl Biochem	0012-4958	
21705	Doklady biological sciences : proceedings of the Academy of Sciences of the USSR, Biological sciences sections	7505459	Dokl Biol Sci	Dokl Biol Sci	0012-4966	1608-3105
21870	Doklady biophysics : proceedings of the Academy of Sciences of the USSR, Biophysics section	7505460	Dokl Biophys	Dokl Biophys	0012-4974	
3438	Doklady Akademii nauk SSSR	7505465	Dokl Akad Nauk SSSR	Dokl Akad Nauk SSSR	0002-3264	
4172	Immunitat und Infektion	7505519	Immun Infekt	Immun Infekt		
4290	International journal of clinical pharmacology and biopharmacy	7505527	Int J Clin Pharmacol Biopharm	Int J Clin Pharmacol Biopharm	0340-0026	
4289	International journal of clinical pharmacology, therapy and toxicology	7505528	Int J Clin Pharmacol	Int J Clin Pharmacol	0300-9718	
27640	Iranian journal of public health	7505531	Iran J Public Health	Iran J Public Health	2251-6085	2251-6093
4410	Izvestiia Akademii nauk SSSR. Seriia biologicheskaia	7505543	Izv Akad Nauk SSSR Biol	Izv Akad Nauk SSSR Biol	0002-3329	
31170	Izvestiia Akademii nauk SSSR, Otdelenie khimicheskikh nauk	7505545	Izv Akad Nauk Sssr Otdelenie Khim Nauk	Izv Akad Nauk Sssr Otdelenie Khim Nauk		
3347	IRCS journal of international research communications	7505550	ICRS J Int Res Commun	ICRS J Int Res Commun	0300-5569	
4388	IRCS journal of medical science	7505551	IRCS J Med Sci	IRCS J Med Sci	0305-6481	
32944	Jahrbuch der Universitat Dusseldorf	7505552	Jahrb Univ Duesseld	Jahrb Univ Duesseld	0070-7457	
4425	Journal - Alabama Dental Association	7505557	J Ala Dent Assoc	J Ala Dent Assoc	0002-4198	
22727	Journal - American Water Works Association	7505558	J Am Water Works Assoc	J Am Water Works Assoc	0003-150X	1551-8833
4524	Journal - Association of Official Analytical Chemists	7505559	J Assoc Off Anal Chem	J Assoc Off Anal Chem	0004-5756	
4739	Journal - Forensic Science Society	7505560	J Forensic Sci Soc	J Forensic Sci Soc	0015-7368	1876-4282
5339	Journal - Water Pollution Control Federation	7505562	J Water Pollut Control Fed	J Water Pollut Control Fed	0043-1303	
22116	Journal of chemical ecology	7505563	J Chem Ecol	J Chem Ecol	0098-0331	1573-1561
4634	Journal of clinical microbiology	7505564	J Clin Microbiol	J Clin Microbiol	0095-1137	1098-660X
4926	Journal of medicine	7505566	J Med	J Med	0025-7850	
4423	Journal of the Air Pollution Control Association	7505567	J Air Pollut Control Assoc	J Air Pollut Control Assoc	0002-2470	
4432	Journal of the American Academy of Child Psychiatry	7505568	J Am Acad Child Psychiatry	J Am Acad Child Psychiatry	0002-7138	
4469	The Journal of the American Academy of Psychoanalysis	7505570	J Am Acad Psychoanal	J Am Acad Psychoanal	0090-3604	
4440	The Journal of the American Dental Hygienists' Association	7505571	J Am Dent Hyg Assoc	J Am Dent Hyg Assoc	0002-8185	
4441	Journal of the American Dental Society of Anesthesiology	7505572	J Am Dent Soc Anesthesiol	J Am Dent Soc Anesthesiol		
4448	Journal of the American Oil Chemists' Society	7505574	J Am Oil Chem Soc	J Am Oil Chem Soc	0003-021X	1558-9331
4449	Journal of the American Optometric Association	7505575	J Am Optom Assoc	J Am Optom Assoc	0003-0244	
4450	Journal of the American Pharmaceutical Association	7505576	J Am Pharm Assoc	J Am Pharm Assoc	0003-0465	
4459	Journal of the American Podiatry Association	7505577	J Am Podiatry Assoc	J Am Podiatry Assoc	0003-0538	
4460	Journal of the American Psychoanalytic Association	7505579	J Am Psychoanal Assoc	J Am Psychoanal Assoc	0003-0651	1941-2460
34029	The Journal of the American Society for Psychical Research	7505580	J Am Soc Psych Res	J Am Soc Psych Res	0003-1070	
4472	The Journal of the American Society of Psychosomatic Dentistry and Medicine	7505581	J Am Soc Psychosom Dent Med	J Am Soc Psychosom Dent Med	0003-1194	
3346	Journal of the Anatomical Society of India	7505583	J Anat Soc India	J Anat Soc India	0003-2778	2352-3050
4530	The Journal of the Association of Physicians of India	7505585	J Assoc Physicians India	J Assoc Physicians India	0004-5772	
4542	Journal of the Baltimore College of Dental Surgery	7505588	J Baltimore Coll Dent Surg	J Baltimore Coll Dent Surg	0067-3072	
4579	Journal of the Canadian Association of Radiologists	7505589	J Can Assoc Radiol	J Can Assoc Radiol	0008-2902	
4580	Journal of the Canadian Dental Association	7505590	J Can Dent Assoc (Tor)	J Can Dent Assoc (Tor)	0008-3372	
8649	Journal of the Chemical Society. Chemical communications	7505595	J Chem Soc Chem Commun	J Chem Soc Chem Commun	0022-4936	2050-5639
4600	Journal of the Chemical Society. Perkin transactions 1	7505598	J Chem Soc Perkin 1	J Chem Soc Perkin 1	0300-922X	2050-8255
4689	The Journal of the Dental Association of South Africa = Die Tydskrif van die Tandheelkundige Vereniging van Suid-Afrika	7505600	J Dent Assoc S Afr	J Dent Assoc S Afr	0011-8516	
4690	The Journal of the Dental Association of Thailand	7505601	J Dent Assoc Thai	J Dent Assoc Thai	0045-9917	
4709	The Journal of the Egyptian Public Health Association	7505602	J Egypt Public Health Assoc	J Egypt Public Health Assoc	0013-2446	2090-262X
34829	Journal of the Electrochemical Society	7505603	J Electrochem Soc	J Electrochem Soc	0013-4651	1945-7111
4735	The Journal of the Florida Medical Association	7505604	J Fla Med Assoc	J Fla Med Assoc	0015-4148	
4743	Journal of the Georgia Dental Association	7505605	J Ga Dent Assoc	J Ga Dent Assoc	0016-819X	
4820	Journal of the Indian Academy of Dentistry	7505606	J Indian Acad Dent	J Indian Acad Dent	0019-4255	
4822	Journal of the Indian Medical Association	7505608	J Indian Med Assoc	J Indian Med Assoc	0019-5847	
4826	The Journal of the Indiana State Dental Association	7505609	J Indiana State Dent Assoc	J Indiana State Dent Assoc	0092-6116	
4827	The Journal of the Indiana State Medical Association	7505610	J Indiana State Med Assoc	J Indiana State Med Assoc	0019-6770	
23175	Journal of the Institute of Actuaries	7505611	J Inst Actuar	J Inst Actuar	0020-2681	
4892	The Journal of the Kansas Medical Society	7505612	J Kans Med Soc	J Kans Med Soc	0022-8699	
4894	The Journal of the Kansas State Dental Association	7505613	J Kans State Dent Assoc	J Kans State Dent Assoc	0022-8796	
4901	Journal of the Kentucky Dental Association	7505614	J Ky Dent Assoc	J Ky Dent Assoc	0023-0162	
4902	The Journal of the Kentucky Medical Association	7505615	J Ky Med Assoc	J Ky Med Assoc	0023-0294	2155-661X
28333	The Journal of the Kentucky State Medical Association	7505616	J Ky State Med Assoc	J Ky State Med Assoc		
25827	The Journal of the Kuwait Medical Association	7505617	J Kuwait Med Assoc	J Kuwait Med Assoc	0023-5776	
4905	The Journal of the Louisiana State Medical Society : official organ of the Louisiana State Medical Society	7505618	J La State Med Soc	J La State Med Soc	0024-6921	
4917	The Journal of the Maine Medical Association	7505619	J Maine Med Assoc	J Maine Med Assoc	0025-0694	
4929	Journal of the Medical Association of Georgia	7505620	J Med Assoc Ga	J Med Assoc Ga	0025-7028	
4958	The Journal of the Michigan Dental Association	7505621	J Mich Dent Assoc	J Mich Dent Assoc	0026-2102	
4964	Journal of the Mississippi State Medical Association	7505622	J Miss State Med Assoc	J Miss State Med Assoc	0026-6396	
4986	The Journal of the North Carolina Dental Society	7505625	J N C Dent Soc	J N C Dent Soc	0029-2443	
5178	The Journal of the Philippine Dental Association	7505626	J Philipp Dent Assoc	J Philipp Dent Assoc	0031-7497	
5221	Journal of the Royal Army Medical Corps	7505627	J R Army Med Corps	J R Army Med Corps	0035-8665	2052-0468
5251	Journal of the South African Speech and Hearing Association	7505628	J S Afr Speech Hear Assoc	J S Afr Speech Hear Assoc	0300-9874	
5289	Journal of the Tennessee Medical Association	7505629	J Tenn Med Assoc	J Tenn Med Assoc	0040-3318	
3517	L'Encephale	7505643	Encephale	Encephale	0013-7006	
5480	Lavori dell'Istituto di anatomia e istologia patologica, Universita degli studi di Perugia	7505645	Lav Ist Anat Istol Patol Univ Studi Perugia	Lav Ist Anat Istol Patol Univ Studi Perugia	0041-8943	
40361	Mammal review	7505658	Mamm Rev	Mamm Rev	0305-1838	1365-2907
5617	Medical hypotheses	7505668	Med Hypotheses	Med Hypotheses	0306-9877	1532-2777
31177	Monatsschrift fur Unfallheilkunde und Versicherungsmedizin	7505680	Monatsschr Unfallheilkd Versicherungsmed	Monatsschr Unfallheilkd Versicherungsmed	0373-5222	
2034	Monatsschrift fur Unfallheilkunde, Versicherungs-, Versorgungs- und Verkehrsmedizin	7505682	Monatsschr Unfallheilkd Versicher Versorg Verkehrsmed	Monatsschr Unfallheilkd Versicher Versorg Verkehrsmed	0026-9336	
5979	Mycopathologia et mycologia applicata	7505688	Mycopathol Mycol Appl	Mycopathol Mycol Appl	0027-5530	
5980	Mycopathologia	7505689	Mycopathologia	Mycopathologia	0301-486X	1573-0832
30569	Nihon Chokucho Komonbyo Gakkai zasshi	7505708	Nihon Chokucho Komonbyo	Nihon Chokucho Komonbyo		
1139	Nihon Densenbyo Gakkai zasshi	7505709	Nihon Densenbyo Gakkai Zasshi	Nihon Densenbyo Gakkai Zasshi	0021-4817	
3375	Nihon Funin Gakkai zasshi	7505712	Nihon Funin Gakkai Zasshi	Nihon Funin Gakkai Zasshi	0029-0629	
4880	Nihon Gan Chiryo Gakkai shi	7505713	Nihon Gan Chiryo Gakkai Shi	Nihon Gan Chiryo Gakkai Shi	0021-4671	
206	Nippon Ganka Gakkai zasshi	7505716	Nippon Ganka Gakkai Zasshi	Nippon Ganka Gakkai Zasshi	0029-0203	
5393	Nihon Heikatsukin Gakkai zasshi	7505718	Nihon Heikatsukin Gakkai Zasshi	Nihon Heikatsukin Gakkai Zasshi	0374-3527	1884-8788
30110	Nihon Hoshasen Gijutsu Gakkai zasshi	7505722	Nihon Hoshasen Gijutsu Gakkai Zasshi	Nihon Hoshasen Gijutsu Gakkai Zasshi	0369-4305	1881-4883
5951	Nihon Hotetsu Shika Gakkai zasshi	7505724	Nihon Hotetsu Shika Gakkai Zasshi	Nihon Hotetsu Shika Gakkai Zasshi	0389-5386	1883-177X
4626	Nihon Ika Daigaku zasshi	7505726	Nihon Ika Daigaku Zasshi	Nihon Ika Daigaku Zasshi	0048-0444	
5108	Nihon Jibiinkoka Gakkai kaiho	7505728	Nihon Jibiinkoka Gakkai Kaiho	Nihon Jibiinkoka Gakkai Kaiho	0030-6622	1883-0854
5378	Nihon Jinzo Gakkai shi	7505731	Nihon Jinzo Gakkai Shi	Nihon Jinzo Gakkai Shi	0385-2385	
5385	Nihon Koku Geka Gakkai zasshi	7505735	Nihon Koku Geka Gakkai Zasshi	Nihon Koku Geka Gakkai Zasshi	0021-5163	
5395	Nihon Kyobu Shikkan Gakkai zasshi	7505737	Nihon Kyobu Shikkan Gakkai Zasshi	Nihon Kyobu Shikkan Gakkai Zasshi	0301-1542	
4871	Nihon Sanka Fujinka Gakkai zasshi	7505749	Nihon Sanka Fujinka Gakkai Zasshi	Nihon Sanka Fujinka Gakkai Zasshi	0300-9165	
4865	Nihon Shika Ishikai zasshi	7505756	Nihon Shika Ishikai Zasshi	Nihon Shika Ishikai Zasshi	0047-1763	
4879	Nihon Shika Zairyo Kikai Gakkai zasshi. The Journal of the Japan Research Society of Dental Materials & Appliances	7505757	Nihon Shika Zairyo Kikai Gakkai Zasshi	Nihon Shika Zairyo Kikai Gakkai Zasshi		
4876	Nihon Shishubyo Gakkai kaishi	7505760	Nihon Shishubyo Gakkai Kaishi	Nihon Shishubyo Gakkai Kaishi	0385-0110	1880-408X
38891	Nihon Shokaki Geka Gakkai zasshi	7505761	Nihon Shokaki Geka Gakkai Zasshi	Nihon Shokaki Geka Gakkai Zasshi	0386-9768	1348-9372
23380	Notes and records of the Royal Society of London	7505774	Notes Rec R Soc Lond	Notes Rec R Soc Lond	0035-9149	1743-0178
6393	Pediatric nursing	7505804	Pediatr Nurs	Pediatr Nurs	0097-9805	
22728	Philosophical transactions of the Royal Society of London. A	7505811	Philos Trans R Soc Lond A	Philos Trans R Soc Lond A	0264-3820	2053-9231
3368	Population reports. Series K, Injectables and implants	7505819	Popul Rep K	Popul Rep K	0097-9104	
6666	Proceedings, annual meeting of the United States Animal Health Association	7505825	Proc Annu Meet U S Anim Health Assoc	Proc Annu Meet U S Anim Health Assoc	0082-8750	
6657	Proceedings and papers of the annual conference of the California Mosquito Control Association, inc	7505833	Proc Pap Annu Conf Calif Mosq Control Assoc	Proc Pap Annu Conf Calif Mosq Control Assoc	0091-6501	
6617	Proceedings of the annual meeting of the American Psychopathological Association	7505842	Proc Annu Meet Am Psychopathol Assoc	Proc Annu Meet Am Psychopathol Assoc	0091-7389	
6629	Proceedings of the Australian Association of Neurologists	7505855	Proc Aust Assoc Neurol	Proc Aust Assoc Neurol	0084-7224	
6633	The Proceedings of the Cardiff Medical Society	7505858	Proc Cardiff Med Soc	Proc Cardiff Med Soc		
30200	Proceedings of the Entomological Society of Washington	7505862	Proc Entomol Soc Wash	Proc Entomol Soc Wash	0013-8797	2378-6477
29685	Proceedings of the Indian National Science Academy. Part B, Biological sciences	7505867	Proc Indian Natl Sci Acad B Biol Sci	Proc Indian Natl Sci Acad B Biol Sci	0073-6600	
6641	The Proceedings of the Institute of Medicine of Chicago	7505869	Proc Inst Med Chic	Proc Inst Med Chic	0091-746X	
8683	Proceedings of the Japan Academy	7505871	Proc Jpn Acad	Proc Jpn Acad	0021-4280	
6645	Proceedings of the Koninklijke Nederlandse Akademie van Wetenschappen. Series C. Biological and medical sciences	7505873	Proc K Ned Akad Wet C	Proc K Ned Akad Wet C	0023-3374	
6653	Proceedings of the National Academy of Sciences of the United States of America	7505876	Proc Natl Acad Sci U S A	Proc Natl Acad Sci U S A	0027-8424	1091-6490
37208	Proceedings of the New York State Association of Public Health Laboratories	7505878	Proc N Y State Assoc Public Health Lab	Proc N Y State Assoc Public Health Lab		
